sample,rep_1,rep_2,Pass_coverage
1805101002,8139.94305840916,15665.8263868506,Pass
1805202503,19258.1725478688,13711.743599149,Pass
1805202505,19171.4896926124,20414.9275915193,Pass
1805202506,17375.9490866407,18898.2584549923,Pass
1805202507,18524.2702663047,18086.5887315678,Pass
1805601001,1339.93682125037,4366.90570883475,Pass
1805701503,3140.5744790138,1307.22930730848,Pass
1805902001,10532.9738773114,21445.9929556795,Pass
1805902504,9978.38215438802,13398.2717199883,Pass
1806001001,5066.71433812738,15071.1758878779,Pass
1806001002,3070.62158790725,5760.00836513061,Pass
1806001501,6770.63384208982,9856.61755209862,Pass
1806001502,14851.4237599061,19255.4552392134,Pass
1806001503,7913.19650719108,17794.1723657176,Pass
1806001504,1443.93931611388,4036.22409744643,Pass
1806002001,6627.94848840622,18480.3076753742,Pass
1806102001,10884.1118285882,17318.9991928383,Pass
1806102002,12297.3641033167,15834.8379806281,Pass
1806102501,17917.168109774,20446.8293219842,Pass
1806102502,20291.9468007044,20711.3739360141,Pass
1806202001,7580.11065453478,14118.9010859994,Pass
1806301002,3558.61916642207,3296.88325506311,Pass
1806301504,1311.03808335779,659.877164660992,Fail
1806401502,2627.29087173466,3782.47204285295,Pass
1806403001,8291.9762987966,13377.4043880247,Pass
1806403502,6862.42486058116,11698.8359260346,Pass
1806501501,2109.27224708385,34.6278336145551,Fail
1806902001,16619.0943437752,16442.5959210623,Pass
1806902003,4163.28376494755,2488.11055681902,Pass
1806902501,17117.0994791285,15486.3688650869,Pass
1806902502,9630.33614555058,7363.37722837649,Pass
1806902503,10102.9002274228,5215.06235786076,Pass
1807201001,10382.9931758145,17891.1378778984,Pass
1807201501,21969.7824332257,24586.9982389199,Pass
1807201502,7325.12144115057,7263.73899324919,Pass
1807201504,66.0185647196948,107.727032579982,Fail
1807201506,307.641253302025,434.243322571177,Fail
1807501001,305.227692985031,401.993762841209,Fail
1807501501,34.9169357205753,72.4456266510126,Fail
1807501502,438.041165248019,584.247285001468,Fail
1807501503,7735.463604344,6968.37122101556,Pass
1807501504,2343.57477252715,1561.71353096566,Pass
1807501505,3319.18065746991,3960.5432198415,Pass
1807501507,249.879953037863,297.796375110068,Fail
1807501508,153.661872615204,475.363149398298,Fail
1807502003,22392.9790137951,22445.150352216,Pass
1807502502,20188.7193278544,11089.1560757264,Pass
1807502503,16784.2321690637,19288.9299236865,Pass
1807502504,12211.6043439977,12792.8971969475,Pass
1807502507,15675.5788817141,14027.0782213091,Pass
1807502508,16620.1675961256,18043.7882301145,Pass
1807601001,16123.2004255007,24674.2453231604,Pass
1807701503,2205.09898737893,6350.8290284708,Pass
1807901001,16476.9447461109,18816.4012327561,Pass
1808101001,10400.8154940943,12188.2597021495,Pass
1808201001,12609.8402553566,18055.8859700616,Pass
1808201501,11871.2423686528,7950.96477839742,Pass
1808202501,1284.3686527737,225.884942764896,Fail
1808203001,11810.9503228647,12751.9401966539,Pass
1808203002,8527.04248605812,11794.3472262988,Pass
1808203502,6739.52626944526,6566.74963310831,Pass
1808203503,4000.31097739947,7105.60346345759,Pass
1808203504,11482.2509539184,13112.1272380393,Pass
1808203505,13481.0844584679,15204.1948928676,Pass
1808203506,5556.08695333138,5886.20179043146,Pass
1808301001,2356.16407396537,1853.89301438215,Pass
1809401001,15701.5198444722,11632.859951581,Pass
1809401501,18676.5920328663,15496.4814026851,Pass
1809602003,12817.8208495341,14458.6355366444,Pass
1809602506,11751.8077910645,13763.911965373,Pass
1809602507,18664.2291101166,31.5206514562395,Fail
1809701001,9818.57110361021,12035.9744643381,Pass
1809701501,7204.66994423246,6736.91480774875,Pass
1809701502,1412.55407983563,2099.57594658057,Pass
1809701503,6143.33893454652,6664.89947167596,Pass
1809701508,337.433665981802,361.462503668917,Fail
1809702503,22720.9886263575,21348.7603463458,Pass
1809801502,18539.1892010858,6271.04966620204,Pass
1809802001,16247.1188467464,14559.8427848287,Pass
1809802002,19033.1514195584,20474.9677206368,Pass
1809802501,17221.5323160443,10210.5687770523,Pass
1809802502,21172.8292128237,16021.6916587191,Pass
1809802503,12383.9182011591,9125.76428728633,Pass
1809901001,16285.0203257998,15552.0873936014,Pass
1810101501,7561.40468153801,7702.1963604344,Pass
1810102001,21157.6193131788,18430.2023040798,Pass
1810102503,21077.036175521,25004.6673026123,Pass
1810102504,24853.9570736719,23677.8800264162,Pass
1810102505,19802.1380980335,23883.5523187555,Pass
1810401501,2967.52707660699,3488.34194305841,Pass
1810701001,12399.1646609921,20140.2332697388,Pass
1810701501,19868.9313912533,17215.822130907,Pass
1810701502,6812.51995890813,10915.2930730848,Pass
1810701503,6968.9268417963,9017.84208981509,Pass
1810801501,9458.98033460522,6179.03492808923,Pass
1811502001,16814.1673391534,13982.4197784462,Pass
1811502501,12254.6182231678,6777.64859511408,Pass
1811502502,2124.30658058836,602.164698114592,Fail
1811502504,841.752182525126,341.806910718216,Fail
1811502505,874.604797887169,465.906756657619,Fail
1811602001,18945.0139418844,22275.323231582,Pass
1811602002,9406.40578221309,13040.6097739947,Pass
1811602501,20090.2425154095,19097.527296742,Pass
1811602502,16737.2825799824,17693.077781039,Pass
1812305002,19940.6159377752,13383.3033460522,Pass
1812305503,21962.1193131788,18946.0408717347,Pass
1812306001,17195.1751540945,22207.977252715,Pass
1812306002,19796.5446140299,22412.6821250367,Pass
1812306003,2283.94650719108,2345.11887290872,Pass
1812306501,17202.3942618139,15334.2960082184,Pass
1812306502,11960.4415908424,10781.5943645436,Pass
1812306504,18072.8410625183,18495.9129732903,Pass
1812306505,1443.25403580863,1866.73752568242,Pass
1900602001,8063.20566855129,19594.757030619,Pass
1900604002,5091.23474557603,16863.4309420662,Pass
1900604503,15439.4526029811,30.3223437844188,Fail
1901802001,11813.5131066892,16548.764813863,Pass
1901901502,9863.25809530803,15888.9277479991,Pass
1902301001,11847.0396504883,14794.8753212424,Pass
1902303003,11166.305235333,14677.8445554005,Pass
1902501501,12949.5103898965,18951.8830310595,Pass
1902501502,11605.8383875468,21276.2265217711,Pass
1902502001,10872.9893531096,17956.8483735957,Pass
1902601002,4874.95565019458,10378.335046626,Pass
1902601502,6140.52463470152,16350.3682355533,Pass
1902601503,5512.69968426463,12271.8881709377,Pass
1902601504,312.073279976503,1584.99052793891,Fail
1902701001,9644.78728247301,21.4781555180263,Fail
1902701002,9207.83016374183,19462.0226888905,Pass
1902701003,11963.1066157574,16614.3214626625,Pass
1902701502,2111.33776341875,4914.10558778178,Pass
1902701503,8525.95990895073,18470.123650782,Pass
1902701504,1459.48454365225,1595.23533299067,Pass
1902701506,2398.18738527058,5432.87752404729,Pass
1902701507,3526.44136867611,9721.9605697922,Pass
1902902001,7600.47896321316,11007.4412218225,Pass
1902902002,2343.39063073647,4246.35854321169,Pass
1902902501,5874.93854174315,9137.12313679419,Pass
1902902502,11829.5546662751,14394.7770761436,Pass
1902902503,2680.52544239665,4971.50943534768,Pass
1902902504,4798.32513400397,4697.4123650782,Pass
1903102001,11456.4142741758,18340.3932006755,Pass
1903102501,14045.0067552684,17610.1764446729,Pass
1903103002,14009.0435421103,22753.2246126735,Pass
1903801001,6891.12886408694,19791.25596593,Pass
1903801501,13094.4520889933,15671.9419193773,Pass
1903801502,7817.13907041633,10789.1143990014,Pass
1903801504,4654.68896394743,8393.97797195095,Pass
1903901001,12739.8154783758,21688.6639253983,Pass
1903901003,12584.5557676775,17296.3606725898,Pass
1903901501,12707.9707026948,19906.4550994934,Pass
1903903001,7207.26668624716,5579.20632939276,Pass
1903903501,10043.6988031427,24659.0334092077,Pass
1903903503,6507.05705264704,9010.36941038255,Pass
1903903505,6250.02981129305,12111.5201556649,Pass
1903903507,3339.58521183641,9819.35656068727,Pass
1903904002,13458.1906894779,22062.0754827814,Pass
1903904502,11396.664953374,18800.6509288494,Pass
1903904503,11009.5070122623,23998.6760408253,Pass
1903904504,5542.32116895514,20866.5700859094,Pass
1903904506,10635.2600778324,14434.2734415155,Pass
1904002502,113.160143916587,25.0962625743447,Fail
1904202503,369.506131140319,311.093252074308,Fail
1904301001,12365.2522211616,19439.8861149864,Pass
1904601502,10896.0952345987,18997.7232542771,Pass
1904801001,11836.7880901681,13809.1025038549,Pass
1904801002,12283.3382039797,17268.7249430942,Pass
1904801501,16.6504148615904,16345.1226228064,Fail
1904801502,6199.71231367942,19426.6441001542,Pass
1904802502,10705.1207871356,21454.3462809311,Pass
1904803002,12020.0784198546,17833.0831925986,Pass
1905602003,10819.0805492327,19188.2665393935,Pass
1905602506,11050.6057713489,12848.809751083,Pass
1905602507,11166.1809237095,23928.1143255746,Pass
1906001502,6453.80402379029,9049.51097731111,Pass
1906005504,6289.00095454879,9489.76760408253,Pass
1906101001,11355.8898597548,23527.7175269844,Pass
1906603501,10200.4754387253,16267.7176004112,Pass
1906604503,2906.42536162714,5733.87238416918,Pass
1906604504,12451.2768925765,16372.4497393348,Pass
1906604507,16978.0309861223,21507.8297966077,Pass
1907501002,230.471914237462,39.2862912108084,Fail
1907501502,15840.4363022248,17602.7159115941,Pass
1907601001,709.227696600338,378.776562155812,Fail
1907601002,257.089140171819,269.768705484984,Fail
1907602002,0.682616081540204,0.404508407372054,Fail
1907604503,1.58993919292427,0.654836926478717,Fail
1907801002,14309.7418312651,14213.4488582128,Pass
1907801502,24542.8459505103,22654.3392319554,Pass
1908701001,22711.4217637125,20296.6023937147,Pass
1908701501,10230.6424847639,9943.6029811293,Pass
1908901001,17321.5117850062,14535.8776709009,Pass
1908901003,7022.78148175343,7547.27468977164,Pass
1908901505,2948.93031793817,1694.79212864381,Pass
1909101001,8106.58161392173,4995.76569498495,Pass
1909101002,1187.65122255672,444.532785079668,Fail
1909101501,3380.59424333652,2176.91621998678,Pass
1909101502,453.172993611866,266.456788310449,Fail
1909101503,817.26441001542,2341.37212717527,Fail
1909201501,7136.85549599824,11502.8744401204,Pass
1909302501,3953.93450326749,6721.84301343711,Pass
1909302502,15183.2394448932,21644.4279315662,Pass
1909403002,13090.0895807328,10616.811072766,Pass
1909403504,20645.5583376166,21306.8483735957,Pass
1909403505,28916.5597327263,22515.664072252,Pass
1909701001,567.030839268669,181.916440267274,Fail
1909801001,6757.71187311844,4843.66392539834,Pass
1909801002,20002.408546883,21950.099419928,Pass
1909801501,6836.9220941332,16416.7350759968,Pass
1909801503,8203.80982450988,11628.2320287833,Pass
1909901001,373.041412732212,375.875155169356,Fail
1909901501,19604.7331668992,17102.4157427124,Pass
1909901502,1532.00301050004,2319.065717013,Pass
1910302002,8360.52815918937,7138.57118731184,Pass
1910302501,13824.0688743667,12322.207944783,Pass
1910302502,2719.52015566488,2462.43006094427,Pass
1910302504,10568.0126294148,9397.62412805639,Pass
1910302505,3406.285777223,2123.39298039504,Pass
1910304001,19542.6386665688,21820.0746016594,Pass
1910304002,3836.77362508261,3978.2324693443,Pass
1910304501,21518.5012115427,19664.5801453851,Pass
1910401504,20842.5091416404,21050.1152801234,Pass
1910401505,19401.2671268081,22920.4776415302,Pass
1910401506,8438.18004258756,8991.86144357148,Pass
1910402506,18728.5639914825,27883.5463690432,Pass
1910902002,27764.3006094427,24933.5273514942,Pass
1910902502,19393.7051178501,18416.5139143843,Pass
1910902503,20962.2692561862,24866.5794111168,Pass
1910902504,19389.9840663779,24603.5924076658,Pass
1910902505,3240.73404802115,5923.01262941479,Pass
1910902506,2288.68639400837,6212.22821058815,Pass
1911301502,21726.1105808062,23443.5640649093,Pass
1911401501,3761.77325794845,4570.68118070343,Pass
1911502501,13769.7579851678,15253.3551655775,Pass
1911801001,24699.4784492253,22015.3795432851,Pass
1911801003,564.037594537044,1116.46861003011,Fail
1911801501,20633.3326235406,25619.4590645422,Pass
1911802002,21146.3230780527,19170.5623026654,Pass
1911802503,20147.8499155591,22777.0037447683,Pass
1911804501,21139.0331889272,23046.2612526617,Pass
1911805503,20737.6249357515,23189.0951611719,Pass
1911805504,3118.66128203245,3518.47631984727,Pass
1912801001,14512.3511271018,11528.5238270064,Pass
Water,0.723547984433512,2.20897275864601,Fail
