"bottleneck_size"	"Log_Likelihood"	"pair"
18	-4.35139248936934	32
19	-4.52452197458478	32
20	-4.70658705479904	32
21	-4.89653688558721	32
22	-5.09348178023527	32
23	-5.29666264068416	32
24	-5.50542717852689	32
25	-5.71921121764342	32
26	-5.93752384822932	32
27	-6.15993553309694	32
28	-6.3860685003274	32
29	-6.61558892311966	32
30	-6.84820050861124	32
31	-7.08363920624537	32
32	-7.32166881221989	32
33	-7.56207729606058	32
34	-7.80467371287595	32
35	-8.04928559352464	32
36	-8.29575672701874	32
37	-8.54394526663351	32
38	-8.79372210459203	32
39	-9.04496947072991	32
40	-9.29757971887848	32
41	-9.55145427133357	32
42	-9.806502697076	32
43	-10.0626419036686	32
44	-10.3197954261912	32
45	-10.5778927993636	32
46	-10.8368690012767	32
47	-11.0966639590087	32
48	-11.357222107931	32
49	-11.6184919977635	32
50	-11.8804259394844	32
51	-12.1429796880615	32
52	-12.4061121566981	32
53	-12.6697851588896	32
54	-12.9339631750958	32
55	-13.1986131412632	32
56	-13.4637042567962	32
57	-13.7292078098812	32
58	-13.9950970183366	32
59	-14.2613468843799	32
60	-14.5279340619042	32
61	-14.794836735015	32
62	-15.0620345067299	32
63	-15.3295082968612	32
64	-15.5972402482158	32
65	-15.8652136403385	32
66	-16.1334128101065	32
67	-16.4018230785591	32
68	-16.6704306834059	32
69	-16.9392227167177	32
70	-17.2081870673492	32
71	-17.4773123676906	32
72	-17.7465879443823	32
73	-18.016003772662	32
74	-18.2855504340449	32
75	-18.5552190770651	32
76	-18.8250013808307	32
77	-19.0948895211692	32
78	-19.3648761391574	32
79	-19.6349543118491	32
80	-19.9051175250315	32
81	-20.1753596478526	32
82	-20.4456749091794	32
83	-20.7160578755537	32
84	-20.9865034306285	32
85	-21.2570067559741	32
86	-21.5275633131523	32
87	-21.7981688269682	32
88	-22.0688192698122	32
89	-22.3395108470162	32
90	-22.6102399831491	32
91	-22.8810033091876	32
92	-23.1517976504996	32
93	-23.4226200155835	32
94	-23.6934675855122	32
95	-23.9643377040318	32
96	-24.2352278682722	32
97	-24.5061357200263	32
98	-24.7770590375613	32
99	-25.0479957279258	32
100	-25.3189438197192	32
101	-25.5899014562943	32
102	-25.8608668893639	32
103	-26.131838472985	32
104	-26.4028146578975	32
105	-26.6737939861927	32
106	-26.9447750862924	32
107	-27.2157566682181	32
108	-27.4867375191318	32
109	-27.7577164991323	32
110	-28.0286925372904	32
111	-28.2996646279086	32
112	-28.5706318269913	32
113	-28.8415932489132	32
114	-29.112548063273	32
115	-29.3834954919222	32
116	-29.654434806158	32
117	-29.9253653240704	32
118	-30.1962864080347	32
119	-30.4671974623413	32
120	-30.7380979309529	32
121	-31.0089872953849	32
122	-31.279865072698	32
123	-31.5507308136	32
124	-31.8215841006486	32
125	-32.0924245465498	32
126	-32.3632517925467	32
127	-32.6340655068939	32
128	-32.9048653834117	32
129	-33.1756511401171	32
130	-33.4464225179256	32
131	-33.7171792794219	32
132	-33.9879212076938	32
133	-34.2586481052269	32
134	-34.5293597928571	32
135	-34.8000561087765	32
136	-35.070736907591	32
137	-35.3414020594264	32
138	-35.6120514490804	32
139	-35.8826849752176	32
140	-36.1533025496067	32
141	-36.4239040963957	32
142	-36.6944895514241	32
143	-36.9650588615712	32
144	-37.2356119841358	32
145	-37.5061488862493	32
146	-37.7766695443166	32
147	-38.0471739434873	32
148	-38.3176620771521	32
149	-38.5881339464654	32
150	-38.8585895598923	32
151	-39.1290289327774	32
152	-39.3994520869369	32
153	-39.66985905027	32
154	-39.9402498563907	32
155	-40.2106245442778	32
156	-40.4809831579429	32
157	-40.7513257461149	32
158	-41.0216523619405	32
159	-41.2919630627002	32
160	-41.5622579095385	32
161	-41.8325369672071	32
162	-42.1028003038227	32
163	-42.3730479906352	32
164	-42.6432801018096	32
165	-42.9134967142174	32
166	-43.18369790724	32
167	-43.4538837625808	32
168	-43.7240543640887	32
169	-43.9942097975886	32
170	-44.2643501507225	32
171	-44.5344755127981	32
172	-44.8045859746445	32
173	-45.074681628477	32
174	-45.3447625677676	32
175	-45.6148288871229	32
176	-45.8848806821687	32
177	-46.1549180494398	32
178	-46.4249410862766	32
179	-46.694949890727	32
180	-46.9649445614531	32
181	-47.2349251976432	32
182	-47.5048918989293	32
183	-47.7748447653076	32
184	-48.044783897065	32
185	-48.3147093947085	32
186	-48.5846213588991	32
187	-48.8545198903893	32
188	-49.1244050899641	32
189	-49.3942770583856	32
190	-49.6641358963403	32
191	-49.93398170439	32
192	-50.2038145829253	32
193	-50.4736346321223	32
194	-50.7434419519009	32
195	-51.0132366418871	32
196	-51.2830188013761	32
197	-51.5527885292991	32
198	-51.8225459241913	32
199	-52.0922910841619	32
200	-52.3620241068671	32
1	-Inf	33
2	-5.53454063057324	33
3	-3.46433251202257	33
4	-2.20272038350914	33
5	-1.30342957532502	33
6	-0.612554393279692	33
7	-0.0573797355397031	33
8	0.402476017019928	33
9	0.791830718034091	33
10	1.12704756714902	33
11	1.41948938545914	33
12	1.67736777654654	33
13	1.90680791958225	33
14	2.1124977637256	33
15	2.29810252147017	33
16	2.46653958754392	33
17	2.62016681948459	33
18	2.76091505808231	33
19	2.89038363158114	33
20	3.00991061768333	33
21	3.12062548237451	33
22	3.22348915615052	33
23	3.31932498744075	33
24	3.40884296003299	33
25	3.49265886162402	33
26	3.57130961619728	33
27	3.6452656652986	33
28	3.71494105322507	33
29	3.78070170712149	33
30	3.84287228439258	33
31	3.90174187298622	33
32	3.95756876572862	33
33	4.01058448164291	33
34	4.06099717064443	33
35	4.10899451006463	33
36	4.15474617989501	33
37	4.19840598686151	33
38	4.24011369427433	33
39	4.2799966041911	33
40	4.318170930145	33
41	4.35474299204838	33
42	4.38981025952601	33
43	4.42346226558536	33
44	4.45578140898529	33
45	4.48684366075574	33
46	4.51671918792318	33
47	4.5454729055109	33
48	4.57316496623187	33
49	4.59985119591215	33
50	4.62558348152666	33
51	4.65041011775569	33
52	4.67437611714899	33
53	4.6975234882882	33
54	4.71989148574699	33
55	4.74151683514426	33
56	4.76243393615538	33
57	4.7826750459774	33
58	4.80227044542759	33
59	4.82124858958193	33
60	4.83963624462491	33
61	4.85745861237899	33
62	4.87473944380535	33
63	4.89150114261521	33
64	4.90776485999764	33
65	4.92355058135398	33
66	4.9388772058278	33
67	4.95376261933111	33
68	4.96822376168942	33
69	4.98227668846106	33
70	4.99593662792564	33
71	5.00921803368439	33
72	5.02213463326853	33
73	5.03469947311088	33
74	5.04692496019961	33
75	5.05882290070093	33
76	5.07040453580921	33
77	5.08168057505727	33
78	5.09266122729758	33
79	5.10335622954454	33
80	5.11377487385046	33
81	5.12392603237151	33
82	5.13381818076585	33
83	5.14345942005322	33
84	5.15285749705347	33
85	5.16201982351159	33
86	5.1709534940071	33
87	5.17966530273734	33
88	5.18816175925683	33
89	5.19644910324747	33
90	5.2045333183889	33
91	5.21242014539196	33
92	5.22011509425358	33
93	5.22762345578663	33
94	5.23495031247402	33
95	5.24210054869256	33
96	5.24907886034855	33
97	5.25588976396391	33
98	5.26253760524873	33
99	5.26902656719341	33
100	5.27536067771125	33
101	5.28154381685994	33
102	5.28757972366839	33
103	5.29347200259366	33
104	5.29922412963065	33
105	5.30483945809591	33
106	5.31032122410538	33
107	5.31567255176444	33
108	5.32089645808743	33
109	5.32599585766278	33
110	5.3309735670786	33
111	5.33583230912274	33
112	5.34057471677039	33
113	5.34520333697146	33
114	5.34972063424903	33
115	5.35412899411978	33
116	5.35843072634618	33
117	5.36262806803007	33
118	5.36672318655621	33
119	5.3707181823942	33
120	5.37461509176647	33
121	5.37841588918969	33
122	5.38212248989623	33
123	5.38573675214239	33
124	5.38926047940925	33
125	5.39269542250182	33
126	5.39604328155192	33
127	5.39930570792985	33
128	5.40248430606944	33
129	5.40558063521113	33
130	5.40859621106718	33
131	5.41153250741297	33
132	5.41439095760829	33
133	5.41717295605195	33
134	5.41987985957317	33
135	5.42251298876287	33
136	5.42507362924791	33
137	5.4275630329109	33
138	5.4299824190585	33
139	5.43233297554046	33
140	5.43461585982203	33
141	5.43683220001177	33
142	5.43898309584704	33
143	5.44106961963909	33
144	5.44309281717974	33
145	5.44505370861141	33
146	5.44695328926219	33
147	5.44879253044764	33
148	5.4505723802408	33
149	5.45229376421191	33
150	5.45395758613921	33
151	5.45556472869212	33
152	5.45711605408806	33
153	5.45861240472414	33
154	5.46005460378469	33
155	5.46144345582598	33
156	5.46277974733878	33
157	5.46406424729005	33
158	5.46529770764453	33
159	5.46648086386705	33
160	5.46761443540649	33
161	5.4686991261622	33
162	5.46973562493348	33
163	5.470724605853	33
164	5.47166672880476	33
165	5.47256263982717	33
166	5.47341297150211	33
167	5.47421834333023	33
168	5.47497936209329	33
169	5.475696622204	33
170	5.47637070604389	33
171	5.47700218428958	33
172	5.47759161622813	33
173	5.4781395500617	33
174	5.4786465232021	33
175	5.4791130625555	33
176	5.47953968479778	33
177	5.47992689664091	33
178	5.48027519509058	33
179	5.48058506769552	33
180	5.48085699278881	33
181	5.48109143972153	33
182	5.48128886908891	33
183	5.48144973294938	33
184	5.48157447503682	33
185	5.48166353096608	33
186	5.48171732843224	33
187	5.48173628740367	33
188	5.48172082030926	33
189	5.48167133221989	33
190	5.48158822102448	33
191	5.4814718776007	33
192	5.48132268598063	33
193	5.4811410235115	33
194	5.48092726101169	33
195	5.48068176292215	33
196	5.48040488745345	33
197	5.48009698672849	33
198	5.47975840692121	33
199	5.47938948839129	33
200	5.47899056581495	33
1	-Inf	34
2	-3.94934876469473	34
3	-3.17075806940718	34
4	-2.79429096762544	34
5	-2.5968495308065	34
6	-2.50152371283479	34
7	-2.47200175301125	34
8	-2.48814120205705	34
9	-2.53758363918314	34
10	-2.61219969493131	34
11	-2.70636150226135	34
12	-2.8160177214147	34
13	-2.93816077063886	34
14	-3.07050188236243	34
15	-3.21126353909863	34
16	-3.35904172781349	34
17	-3.51271154575823	34
18	-3.67136071885777	34
19	-3.83424166014945	34
20	-4.00073618007529	34
21	-4.17032903746059	34
22	-4.34258779887479	34
23	-4.51714728422272	34
24	-4.69369740277197	34
25	-4.87197353361198	34
26	-5.0517488417737	34
27	-5.23282808513222	34
28	-5.41504258236364	34
29	-5.59824609438886	34
30	-5.78231143120051	34
31	-5.96712763957544	34
32	-6.152597659546	34
33	-6.33863636180709	34
34	-6.52516889667841	34
35	-6.71212929937344	34
36	-6.89945930725759	34
37	-7.08710735330463	34
38	-7.27502770666612	34
39	-7.46317973658158	34
40	-7.65152728009626	34
41	-7.84003809745742	34
42	-8.0286834018111	34
43	-8.21743745205584	34
44	-8.40627719953594	34
45	-8.59518198075472	34
46	-8.78413324952439	34
47	-8.97311434299169	34
48	-9.16211027682921	34
49	-9.35110756559181	34
50	-9.54009406483145	34
51	-9.72905883206264	34
52	-9.91799200409104	34
53	-10.1068846885725	34
54	-10.2957288679703	34
55	-10.4845173143339	34
56	-10.673243513539	34
57	-10.8619015978147	34
58	-11.0504862855402	34
59	-11.2389928274309	34
60	-11.427416958349	34
61	-11.6157548540717	34
62	-11.8040030924399	34
63	-11.9921586183809	34
64	-12.1802187123639	34
65	-12.3681809619023	34
66	-12.5560432357648	34
67	-12.7438036605987	34
68	-12.9314605997042	34
69	-13.1190126337311	34
70	-13.3064585430962	34
71	-13.4937972919411	34
72	-13.6810280134767	34
73	-13.868149996571	34
74	-14.0551626734605	34
75	-14.2420656084722	34
76	-14.4288584876627	34
77	-14.6155411092841	34
78	-14.8021133750025	34
79	-14.9885752817984	34
80	-15.1749269144887	34
81	-15.361168438814	34
82	-15.5473000950429	34
83	-15.7333221920483	34
84	-15.9192351018164	34
85	-16.1050392543513	34
86	-16.2907351329448	34
87	-16.4763232697794	34
88	-16.6618042418413	34
89	-16.8471786671159	34
90	-17.0324472010467	34
91	-17.2176105332369	34
92	-17.4026693843746	34
93	-17.5876245033672	34
94	-17.7724766646679	34
95	-17.957226665782	34
96	-18.1418753249397	34
97	-18.3264234789238	34
98	-18.5108719810424	34
99	-18.6952216992354	34
100	-18.8794735143078	34
101	-19.0636283182792	34
102	-19.2476870128436	34
103	-19.4316505079317	34
104	-19.6155197203692	34
105	-19.7992955726244	34
106	-19.9829789916405	34
107	-20.1665709077471	34
108	-20.3500722536446	34
109	-20.5334839634589	34
110	-20.7168069718613	34
111	-20.9000422132487	34
112	-21.0831906209824	34
113	-21.2662531266798	34
114	-21.4492306595573	34
115	-21.6321241458213	34
116	-21.8149345081031	34
117	-21.9976626649363	34
118	-22.1803095302744	34
119	-22.3628760130447	34
120	-22.5453630167377	34
121	-22.7277714390294	34
122	-22.9101021714347	34
123	-23.0923560989897	34
124	-23.2745340999616	34
125	-23.4566370455839	34
126	-23.6386657998167	34
127	-23.8206212191287	34
128	-24.0025041523013	34
129	-24.1843154402526	34
130	-24.3660559158803	34
131	-24.5477264039219	34
132	-24.7293277208323	34
133	-24.9108606746766	34
134	-25.0923260650372	34
135	-25.2737246829351	34
136	-25.4550573107642	34
137	-25.6363247222368	34
138	-25.8175276823416	34
139	-25.9986669473111	34
140	-26.1797432645993	34
141	-26.3607573728693	34
142	-26.541710001988	34
143	-26.7226018730305	34
144	-26.9034336982904	34
145	-27.0842061812984	34
146	-27.2649200168468	34
147	-27.4455758910194	34
148	-27.6261744812285	34
149	-27.8067164562553	34
150	-27.9872024762965	34
151	-28.1676331930147	34
152	-28.3480092495929	34
153	-28.5283312807924	34
154	-28.7085999130155	34
155	-28.8888157643692	34
156	-29.0689794447341	34
157	-29.2490915558342	34
158	-29.4291526913096	34
159	-29.6091634367919	34
160	-29.7891243699809	34
161	-29.9690360607231	34
162	-30.1488990710924	34
163	-30.3287139554709	34
164	-30.5084812606324	34
165	-30.6882015258261	34
166	-30.8678752828612	34
167	-31.0475030561922	34
168	-31.2270853630058	34
169	-31.4066227133068	34
170	-31.5861156100057	34
171	-31.7655645490058	34
172	-31.9449700192908	34
173	-32.1243325030127	34
174	-32.3036524755792	34
175	-32.4829304057415	34
176	-32.6621667556816	34
177	-32.8413619811	34
178	-33.0205165313022	34
179	-33.1996308492855	34
180	-33.3787053718255	34
181	-33.5577405295616	34
182	-33.7367367470825	34
183	-33.9156944430111	34
184	-34.0946140300882	34
185	-34.2734959152569	34
186	-34.4523404997446	34
187	-34.6311481791462	34
188	-34.8099193435047	34
189	-34.9886543773928	34
190	-35.1673536599923	34
191	-35.346017565174	34
192	-35.5246464615754	34
193	-35.703240712679	34
194	-35.8818006768885	34
195	-36.0603267076053	34
196	-36.2388191533033	34
197	-36.4172783576029	34
198	-36.5957046593446	34
199	-36.7740983926615	34
200	-36.9524598870506	34
1	-Inf	35
2	-6.7946569260293	35
3	-7.22695063064628	35
4	-8.04192933687746	35
5	-9.01838777075093	35
6	-10.0814255904793	35
7	-11.196710507468	35
8	-12.345945957892	35
9	-13.5184264202033	35
10	-14.7074589582225	35
11	-15.90863730784	35
12	-17.1189335754603	35
13	-18.3361894009276	35
14	-19.5588169694543	35
15	-20.7856163277026	35
16	-22.0156598815564	35
17	-23.2482170360278	35
18	-24.4827035373609	35
19	-25.7186464335862	35
20	-26.9556591701562	35
21	-28.1934234323449	35
22	-29.4316755934709	35
23	-30.6701963860823	35
24	-31.9088028829436	35
25	-33.1473421712284	35
26	-34.3856862941577	35
27	-35.6237281595281	35
28	-36.8613781983603	35
29	-38.0985616141083	35
30	-39.3352161027452	35
31	-40.5712899523822	35
32	-41.8067404516355	35
33	-43.0415325511238	35
34	-44.2756377338907	35
35	-45.5090330592414	35
36	-46.741700351225	35
37	-47.9736255082726	35
38	-49.2047979146866	35
39	-50.4352099380288	35
40	-51.6648564991565	35
41	-52.8937347038564	35
42	-54.1218435268207	35
43	-55.3491835401968	35
44	-56.5757566801579	35
45	-57.8015660459659	35
46	-59.0266157268394	35
47	-60.2509106526538	35
48	-61.4744564650913	35
49	-62.6972594063625	35
50	-63.9193262230426	35
51	-65.1406640829228	35
52	-66.3612805030798	35
53	-67.5811832876243	35
54	-68.8003804738087	35
55	-70.0188802853573	35
56	-71.2366910920469	35
57	-72.4538213746958	35
58	-73.6702796948393	35
59	-74.8860746684682	35
60	-76.1012149432923	35
61	-77.3157091790643	35
62	-78.5295660305619	35
63	-79.7427941328813	35
64	-80.955402088742	35
65	-82.1673984575412	35
66	-83.3787917459328	35
67	-84.5895903997356	35
68	-85.7998027969997	35
69	-87.0094372420845	35
70	-88.2185019606202	35
71	-89.42700509524	35
72	-90.6349547019873	35
73	-91.8423587473131	35
74	-93.0492251055894	35
75	-94.2555615570753	35
76	-95.4613757862789	35
77	-96.6666753806674	35
78	-97.8714678296808	35
79	-99.0757605240139	35
80	-100.279560755132	35
81	-101.482875714995	35
82	-102.685712495957	35
83	-103.888078090833	35
84	-105.089979393098	35
85	-106.29142319721	35
86	-107.492416199046	35
87	-108.692964996427	35
88	-109.893076089726	35
89	-111.092755882551	35
90	-112.292010682492	35
91	-113.490846701922	35
92	-114.689270058845	35
93	-115.887286777791	35
94	-117.084902790741	35
95	-118.282123938092	35
96	-119.478955969641	35
97	-120.675404545594	35
98	-121.871475237605	35
99	-123.067173529811	35
100	-124.262504819902	35
101	-125.457474420191	35
102	-126.65208755869	35
103	-127.846349380206	35
104	-129.040264947425	35
105	-130.233839242014	35
106	-131.427077165717	35
107	-132.619983541454	35
108	-133.812563114417	35
109	-135.004820553168	35
110	-136.196760450729	35
111	-137.388387325676	35
112	-138.579705623218	35
113	-139.77071971628	35
114	-140.961433906573	35
115	-142.151852425664	35
116	-143.341979436033	35
117	-144.531819032125	35
118	-145.72137524139	35
119	-146.910652025325	35
120	-148.099653280492	35
121	-149.288382839537	35
122	-150.476844472199	35
123	-151.665041886303	35
124	-152.852978728745	35
125	-154.040658586475	35
126	-155.228084987454	35
127	-156.415261401613	35
128	-157.602191241797	35
129	-158.788877864695	35
130	-159.975324571762	35
131	-161.161534610129	35
132	-162.347511173502	35
133	-163.533257403051	35
134	-164.718776388279	35
135	-165.904071167896	35
136	-167.08914473066	35
137	-168.27400001623	35
138	-169.458639915984	35
139	-170.643067273846	35
140	-171.827284887087	35
141	-173.011295507119	35
142	-174.195101840283	35
143	-175.378706548617	35
144	-176.562112250618	35
145	-177.745321521987	35
146	-178.928336896373	35
147	-180.111160866096	35
148	-181.293795882862	35
149	-182.476244358466	35
150	-183.65850866549	35
151	-184.840591137981	35
152	-186.022494072123	35
153	-187.204219726899	35
154	-188.385770324742	35
155	-189.567148052171	35
156	-190.748355060424	35
157	-191.929393466074	35
158	-193.11026535164	35
159	-194.290972766184	35
160	-195.471517725901	35
161	-196.651902214696	35
162	-197.832128184754	35
163	-199.012197557098	35
164	-200.192112222141	35
165	-201.371874040227	35
166	-202.551484842157	35
167	-203.730946429716	35
168	-204.910260576185	35
169	-206.089429026843	35
170	-207.268453499466	35
171	-208.447335684808	35
172	-209.626077247085	35
173	-210.80467982444	35
174	-211.983145029406	35
175	-213.161474449361	35
176	-214.339669646969	35
177	-215.517732160621	35
178	-216.695663504862	35
179	-217.873465170814	35
180	-219.051138626588	35
181	-220.228685317692	35
182	-221.40610666743	35
183	-222.583404077296	35
184	-223.760578927355	35
185	-224.937632576622	35
186	-226.114566363435	35
187	-227.291381605819	35
188	-228.468079601841	35
189	-229.644661629963	35
190	-230.821128949385	35
191	-231.997482800389	35
192	-233.17372440466	35
193	-234.349854965624	35
194	-235.52587566876	35
195	-236.701787681916	35
196	-237.877592155619	35
197	-239.053290223376	35
198	-240.228883001971	35
199	-241.404371591756	35
200	-242.579757076939	35
1	-4.59040924293928	36
2	-8.6516108816	36
3	-12.5285051118812	36
4	-16.3335379649865	36
5	-20.1005804363497	36
6	-23.843113488623	36
7	-27.5679478384183	36
8	-31.2790697146634	36
9	-34.9790427895066	36
10	-38.6696297601972	36
11	-42.3521060729887	36
12	-46.027433152666	36
13	-49.6963606431925	36
14	-53.359489959356	36
15	-57.0173154696284	36
16	-60.6702521147333	36
17	-64.3186544710277	36
18	-67.9628302371546	36
19	-71.6030499823366	36
20	-75.2395543278358	36
21	-78.8725593290467	36
22	-82.5022605732124	36
23	-86.128836345663	36
24	-89.7524501108991	36
25	-93.3732524832496	36
26	-96.9913828128376	36
27	-100.606970478468	36
28	-104.220135954951	36
29	-107.830991705092	36
30	-111.439642934088	36
31	-115.046188234873	36
32	-118.650720146205	36
33	-122.253325640207	36
34	-125.854086552308	36
35	-129.453079963641	36
36	-133.050378543771	36
37	-136.646050859997	36
38	-140.240161658137	36
39	-143.832772118773	36
40	-147.423940092131	36
41	-151.013720314195	36
42	-154.6021646062	36
43	-158.189322059252	36
44	-161.775239205578	36
45	-165.359960177657	36
46	-168.943526856301	36
47	-172.52597900863	36
48	-176.107354416752	36
49	-179.687688997861	36
50	-183.267016916404	36
51	-186.845370688889	36
52	-190.422781281858	36
53	-193.99927820349	36
54	-197.574889589289	36
55	-201.14964228224	36
56	-204.723561907806	36
57	-208.296672944121	36
58	-211.868998787679	36
59	-215.440561814829	36
60	-219.01138343935	36
61	-222.581484166356	36
62	-226.150883642785	36
63	-229.719600704685	36
64	-233.287653421511	36
65	-236.855059137638	36
66	-240.421834511258	36
67	-243.987995550849	36
68	-247.553557649366	36
69	-251.11853561631	36
70	-254.682943707811	36
71	-258.246795654863	36
72	-261.810104689822	36
73	-265.372883571301	36
74	-268.93514460754	36
75	-272.496899678384	36
76	-276.058160255934	36
77	-279.618937423973	36
78	-283.179241896246	36
79	-286.739084033663	36
80	-290.298473860502	36
81	-293.85742107968	36
82	-297.415935087142	36
83	-300.974024985432	36
84	-304.531699596504	36
85	-308.088967473813	36
86	-311.645836913735	36
87	-315.202315966367	36
88	-318.758412445728	36
89	-322.314133939424	36
90	-325.869487817789	36
91	-329.424481242545	36
92	-332.979121175013	36
93	-336.533414383895	36
94	-340.087367452663	36
95	-343.640986786567	36
96	-347.194278619303	36
97	-350.747249019338	36
98	-354.299903895939	36
99	-357.852249004896	36
100	-361.404289953986	36
101	-364.956032208166	36
102	-368.507481094532	36
103	-372.058641807044	36
104	-375.609519411036	36
105	-379.160118847525	36
106	-382.710444937327	36
107	-386.260502384987	36
108	-389.810295782544	36
109	-393.359829613132	36
110	-396.909108254428	36
111	-400.458135981951	36
112	-404.006916972232	36
113	-407.555455305846	36
114	-411.103754970326	36
115	-414.651819862958	36
116	-418.199653793466	36
117	-421.747260486592	36
118	-425.294643584575	36
119	-428.841806649536	36
120	-432.388753165771	36
121	-435.935486541963	36
122	-439.482010113306	36
123	-443.028327143553	36
124	-446.574440826994	36
125	-450.120354290358	36
126	-453.666070594648	36
127	-457.211592736916	36
128	-460.756923651972	36
129	-464.302066214035	36
130	-467.847023238328	36
131	-471.391797482623	36
132	-474.936391648727	36
133	-478.480808383927	36
134	-482.025050282382	36
135	-485.56911988647	36
136	-489.1130196881	36
137	-492.656752129966	36
138	-496.200319606782	36
139	-499.743724466458	36
140	-503.286969011256	36
141	-506.830055498902	36
142	-510.372986143665	36
143	-513.915763117405	36
144	-517.458388550588	36
145	-521.000864533273	36
146	-524.54319311607	36
147	-528.085376311064	36
148	-531.627416092725	36
149	-535.169314398773	36
150	-538.711073131038	36
151	-542.252694156283	36
152	-545.794179307007	36
153	-549.335530382225	36
154	-552.876749148232	36
155	-556.417837339334	36
156	-559.958796658572	36
157	-563.499628778416	36
158	-567.040335341449	36
159	-570.580917961025	36
160	-574.12137822191	36
161	-577.661717680917	36
162	-581.201937867506	36
163	-584.742040284384	36
164	-588.282026408082	36
165	-591.821897689518	36
166	-595.361655554546	36
167	-598.90130140449	36
168	-602.440836616666	36
169	-605.980262544889	36
170	-609.51958051997	36
171	-613.058791850195	36
172	-616.597897821801	36
173	-620.136899699428	36
174	-623.675798726571	36
175	-627.214596126017	36
176	-630.753293100268	36
177	-634.291890831958	36
178	-637.830390484255	36
179	-641.368793201265	36
180	-644.907100108407	36
181	-648.445312312798	36
182	-651.983430903617	36
183	-655.521456952465	36
184	-659.059391513715	36
185	-662.597235624854	36
186	-666.13499030682	36
187	-669.672656564326	36
188	-673.210235386177	36
189	-676.747727745585	36
190	-680.285134600474	36
191	-683.822456893773	36
192	-687.35969555371	36
193	-690.896851494095	36
194	-694.433925614597	36
195	-697.970918801016	36
196	-701.507831925546	36
197	-705.044665847038	36
198	-708.58142141125	36
199	-712.118099451095	36
200	-715.654700786885	36
1	-Inf	37
2	-8.6886714429132	37
3	-10.0018430315549	37
4	-11.6857309446876	37
5	-13.520095595877	37
6	-15.4309948230284	37
7	-17.3849749489847	37
8	-19.3645051909972	37
9	-21.3595287323548	37
10	-23.3638965531059	37
11	-25.3736601928876	37
12	-27.3861822215046	37
13	-29.399643299346	37
14	-31.4127553961909	37
15	-33.4245879171702	37
16	-35.4344583225894	37
17	-37.4418609523306	37
18	-39.4464192461257	37
19	-41.447852746703	37
20	-43.4459537259051	37
21	-45.4405702534601	37
22	-47.4315936930592	37
23	-49.418949313649	37
24	-51.4025891392494	37
25	-53.3824864371042	37
26	-55.3586314240032	37
27	-57.3310278907353	37
28	-59.2996905266482	37
29	-61.2646427834847	37
30	-63.2259151583288	37
31	-65.1835438048837	37
32	-67.1375694038537	37
33	-69.0880362392044	37
34	-71.0349914390731	37
35	-72.9784843491847	37
36	-74.9185660135496	37
37	-76.8552887425392	37
38	-78.7887057525313	37
39	-80.7188708645105	37
40	-82.6458382514867	37
41	-84.5696622265504	37
42	-86.490397064915	37
43	-88.4080968545149	37
44	-90.3228153706998	37
45	-92.2346059713327	37
46	-94.1435215092344	37
47	-96.049614259411	37
48	-97.9529358589194	37
49	-99.8535372575575	37
50	-101.751468677845	37
51	-103.646779582985	37
52	-105.539518651698	37
53	-107.429733758963	37
54	-109.317471961843	37
55	-111.202779489701	37
56	-113.085701738167	37
57	-114.966283266352	37
58	-116.84456779683	37
59	-118.720598217994	37
60	-120.594416588437	37
61	-122.46606414306	37
62	-124.335581300631	37
63	-126.203007672577	37
64	-128.0683820728	37
65	-129.931742528347	37
66	-131.793126290779	37
67	-133.652569848107	37
68	-135.51010893718	37
69	-137.365778556425	37
70	-139.219612978847	37
71	-141.071645765225	37
72	-142.921909777422	37
73	-144.770437191771	37
74	-146.617259512468	37
75	-148.462407584956	37
76	-150.305911609236	37
77	-152.147801153091	37
78	-153.988105165205	37
79	-155.826851988125	37
80	-157.66406937109	37
81	-159.499784482665	37
82	-161.334023923213	37
83	-163.166813737157	37
84	-164.998179425051	37
85	-166.828145955437	37
86	-168.656737776488	37
87	-170.483978827443	37
88	-172.30989254981	37
89	-174.134501898364	37
90	-175.957829351911	37
91	-177.77989692384	37
92	-179.600726172454	37
93	-181.42033821108	37
94	-183.238753717971	37
95	-185.055992945983	37
96	-186.872075732051	37
97	-188.687021506452	37
98	-190.500849301864	37
99	-192.313577762223	37
100	-194.125225151382	37
101	-195.935809361574	37
102	-197.745347921686	37
103	-199.553858005345	37
104	-201.361356438812	37
105	-203.167859708711	37
106	-204.973383969569	37
107	-206.777945051187	37
108	-208.58155846584	37
109	-210.384239415319	37
110	-212.186002797798	37
111	-213.986863214553	37
112	-215.786834976525	37
113	-217.585932110724	37
114	-219.384168366496	37
115	-221.181557221637	37
116	-222.978111888367	37
117	-224.773845319171	37
118	-226.568770212497	37
119	-228.362899018333	37
120	-230.156243943641	37
121	-231.94881695768	37
122	-233.740629797197	37
123	-235.5316939715	37
124	-237.322020767413	37
125	-239.111621254123	37
126	-240.900506287905	37
127	-242.688686516747	37
128	-244.476172384863	37
129	-246.262974137104	37
130	-248.049101823268	37
131	-249.83456530231	37
132	-251.619374246454	37
133	-253.403538145215	37
134	-255.187066309321	37
135	-256.969967874554	37
136	-258.752251805496	37
137	-260.533926899189	37
138	-262.315001788721	37
139	-264.095484946715	37
140	-265.875384688749	37
141	-267.654709176694	37
